text,labels
"Large-scale storage cluster systems need to manage a vast amount of data locations. A naive data locations management maintains pairs of data ID and nodes storing the data in tables. However, it is not practical when the number of pairs is too large. To solve this problem, management using data distribution algorithms, rather than management using tables, has been proposed in recent research. It can distribute data by determining the node for storing the data based on the datum ID. Such data distribution algorithms require the ability to handle the addition or removal of nodes, short calculation time and uniform data distribution in the capacity of each node. This paper proposes a data distribution algorithm called ASURA (Advanced Scalable and Uniform storage by Random number Algorithm) that satisfies these requirements. It achieves following four characteristics: 1) minimum data movement to maintain data distribution according to node capacity when nodes are added or removed, even if data are replicated, 2) roughly sub-micro-seconds calculation time, 3) much lower than 1% maximum variability between nodes in data distribution, and 4) data distribution according to the capacity of each node. The evaluation results show that ASURA is qualitatively and quantitatively competitive against major data distribution algorithms such as Consistent Hashing, Weighted Rendezvous Hashing and Random Slicing. The comparison results show benefits of each algorithm; they show that ASURA has advantage in large scale-out storage clusters.",cs.DC
"Large-scale storage cluster systems pauperism to manage a vast amount of data locations. A naive data locations management maintains pairs of data ID and nodes storing the data in tables. However, it is not practical when the number of pairs is too large. To solve this problem, management using data distribution algorithms, rather than management using tables, has been proposed in recent research. It can distribute data by determining the node for storing the data based on the datum ID. Such data distribution algorithms require the ability to handle the addition or removal of nodes, short calculation time and uniform data distribution in the capability of each node. This paper proposes a data distribution algorithm called ASURA (Advanced Scalable and Uniform storage by Random number Algorithm) that satisfies these requirements. It achieves following four characteristics: 1) minimum data movement to maintain data distribution according to node capability when nodes are added or removed, even if data are replicated, 2) roughly sub-micro-seconds calculation time, 3) much lower than 1% maximum variability between nodes in data distribution, and 4) data distribution according to the capability of each node. The evaluation results show that ASURA is qualitatively and quantitatively competitive against major data distribution algorithms such as Consistent Hashing, Weighted Rendezvous Hashing and Random Slicing. The comparison results show benefits of each algorithm; they show that ASURA has advantage in large scale-out storage clusters.",cs.DC
"A theory of light propagation through one-dimensional photonic crystals and deterministic aperiodic structures, including quasicrystals, based on doped quantum-well structures has been developed. The resonant Bragg condition, leading to the superradiant regime and formation of the widest optical reflection spectrum, has been formulated. The expressions for band gap edges for light waves in the Bragg structures have been obtained. The reflection and absorption spectra of such systems are calculated. The optical properties of the doped multiple-quantum-well structure are compared with the properties of undoped ones.",cond-mat.mes-hall cond-mat.mtrl-sci
"A theory of light propagation through one-dimensional photonic lechatelierite and deterministic aperiodic structures, including quasicrystals, based on doped quantum-well structures has been developed. The resonant Bragg condition, leading to the superradiant regime and formation of the widest optical reflection spectrum, has been formulated. The expressions for band gap edges for light waves in the Bragg structures have been obtained. The reflection and absorption spectra of such systems are calculated. The optical holding of the doped multiple-quantum-well structure are compared with the holding of undoped ones.",cond-mat.mes-hall cond-mat.mtrl-sci
"We investigate the stochastic resonance phenomena in the field-driven Ising model on small-world networks. The response of the magnetization to an oscillating magnetic field is examined by means of Monte Carlo dynamic simulations, with the rewiring probability varied. At any finite value of the rewiring probability, the system is found to undergo a dynamic phase transition at a finite temperature, giving rise to double resonance peaks. While the peak in the ferromagnetic phase grows with the rewiring probability, that in the paramagnetic phase tends to reduce, indicating opposite effects of the long-range interactions on the resonance in the two phases.",cond-mat.dis-nn
"We investigate the stochastic resonance phenomena in the field-driven Ising model on small-world networks. The response of the magnetic induction to an oscillating charismatic field is examined by means of Monte Carlo dynamic simulations, with the rewiring probability varied. At any finite value of the rewiring probability, the system is found to undergo a dynamic phase transition at a finite temperature, giving rise to double resonance peaks. While the peak in the ferromagnetic phase grows with the rewiring probability, that in the paramagnetic phase tends to reduce, indicating opposite effects of the long-range interactions on the resonance in the two phases.",cond-mat.dis-nn
"We study a generic ensemble of deep belief networks which is parametrized by the distribution of energy levels of the hidden states of each layer. We show that, within a random energy approach, statistical dependence can propagate from the visible to deep layers only if each layer is tuned close to the critical point during learning. As a consequence, efficiently trained learning machines are characterised by a broad distribution of energy levels. The analysis of Deep Belief Networks and Restricted Boltzmann Machines on different datasets confirms these conclusions.",cond-mat.dis-nn cs.LG stat.ML
"We study a generic ensemble of deep belief networks which is parametrized by the distribution of energy levels of the hidden states of each layer. We show that, within a random energy approach, statistical dependence can propagate from the visible to deep layers only if each layer is tuned close to the critical breaker point during learning. As a consequence, efficiently trained learning machines are characterised by a large-minded distribution of energy levels. The analysis of Deep Belief Networks and Restricted Boltzmann Machines on different datasets confirms these conclusions.",cond-mat.dis-nn cs.LG stat.ML
"We put forward ideas to a novel string field theory based on making some ""objects"" that essentially describe ""liberated"" left- and right- mover fields $X^{\mu}_{L}(\tau + \sigma)$ and $X^{\mu}_{R}(\tau - \sigma)$ on the string. The main progress is that we manage to make our novel string field theory provide the correct mass square spectrum for the string. An interesting detail is that we have to dispense of a species doubler caused by the discretization we introduced in our string field theory of the string right- and left- mover variables. We finally suggest how to obtain the Veneziano amplitude in our model.",hep-th
"We put frontward musical theme to a novel string field theory based on making some ""objects"" that essentially describe ""liberated"" left- and right- mover fields $X^{\mu}_{L}(\tau + \sigma)$ and $X^{\mu}_{R}(\tau - \sigma)$ on the string. The main progress is that we manage to make our novel string field theory provide the correct mass square spectrum for the string. An interesting detail is that we have to dispense of a species doubler caused by the discretization we introduced in our string field theory of the string right- and left- mover variables. We finally suggest how to obtain the Veneziano amplitude in our model.",hep-th
"We show that quasi-one-dimensional (1D) quantum wires can be written onto the surface of magnetic topological insulator (MTI) thin films by gate arrays. When the MTI is in a quantum anomalous Hall (QAH) state, MTI$/$superconductor quantum wires have especially broad stability regions for both topological and non-topological states, facilitating creation and manipulation of Majorana particles on the MTI surface.",cond-mat.mes-hall
"We show that quasi-one-dimensional (1D) quantum wires can be written onto the surface of magnetic topological insulator (MTI) thin films by logic gate arrays. When the MTI is in a quantum anomalous Hall (QAH) state, MTI$/$superconductor quantum wires have especially broad stability part for both topological and non-topological states, facilitating creation and manipulation of Majorana particles on the MTI surface.",cond-mat.mes-hall
"The perturbation of the free rigid rotator by the trigonometric Scarf potential is shown to conserve its energy excitation patterns and change only the wave functions towards spherical harmonics rescaled by a function of an unspecified parity, or mixtures of such rescaled harmonics of equal magnetic quantum numbers and different angular momenta. In effect, no parity can be assigned to the states of the rotational bands emerging in this exotic way, and the electric dipole operator is allowed to acquire non-vanishing expectation values.",hep-ph nucl-th quant-ph
"The perturbation of the free rigid rotator by the trigonometric Scarf potential is establish to conserve its energy excitation patterns and change only the wave functions towards spherical harmonics rescaled by a function of an unspecified parity, or mixtures of such rescaled harmonics of equal magnetic quantum numbers game and different angular momenta. In effect, no parity can be assigned to the states of the rotational bands emerging in this exotic way, and the electric dipole operator is allowed to acquire non-vanishing expectation values.",hep-ph nucl-th quant-ph
"This work presents the first integral field spectroscopy of the Homunculus nebula around Eta Carinae in the near-infrared spectral region (J band). We confirmed the presence of a hole on the polar region of each lobe, as indicated by previous near-IR long-slit spectra and mid-IR images. The holes can be described as a cylinder of height (i.e. the thickness of the lobe) and diameter of 6.5 and 6.0x10^{16} cm, respectively. We also mapped the blue-shifted component of He I 10830 seen towards the NW lobe. Contrary to previous works, we suggested that this blue-shifted component is not related to the Paddle but it is indeed in the equatorial disc. We confirmed the claim of Smith (2005) and showed that the spatial extent of the Little Homunculus matches remarkably well the radio continuum emission at 3 cm, indicating that the Little Homunculus can be regarded as a small HII region. Therefore, we used the optically-thin 1.3 mm radio flux to derive a lower limit for the number of Lyman-continuum photons of the central source in Eta Car. In the context of a binary system, and assuming that the ionising flux comes entirely from the hot companion star, the lower limit for its spectral type and luminosity class ranges from O5.5 III to O7 I. Moreover, we showed that the radio peak at 1.7 arcsec NW from the central star is in the same line-of-sight of the `Sr-filament' but they are obviously spatially separated, while the blue-shifted component of He I 10830 may be related to the radio peak and can be explained by the ultraviolet radiation from the companion star.",astro-ph
"This work presents the first integral field spectroscopy of the Homunculus nebula around Eta Carinae in the near-infrared spectral region (J band). We confirmed the presence of a hole on the polar region of each lobe, as indicated by previous near-IR long-slit spectra and mid-IR images. The holes can be described as a cylinder of height (i.e. the thickness of the lobe) and diameter of 6.5 and 6.0x10^{16} cm, respectively. We also mapped the blue-shifted component of He I 10830 seen towards the NW lobe. Contrary to previous works, we suggested that this blue-shifted component is not related to the Paddle but it is so in the equatorial disc. We confirmed the claim of Smith (2005) and showed that the spatial extent of the Little Homunculus matches remarkably well the radio continuum emission at 3 cm, indicating that the Little Homunculus can be regarded as a small HII region. Therefore, we used the optically-thin 1.3 mm radio flux to derive a lower limit for the number of Lyman-continuum photons of the central source in Eta Car. In the context of a binary system, and assuming that the ionize flux comes entirely from the hot companion star, the lower limit for its spectral type and luminosity class ranges from O5.5 III to O7 I. Moreover, we showed that the radio peak at 1.7 arcsec NW from the central star is in the same line-of-sight of the `Sr-filament' but they are obviously spatially separated, while the blue-shifted component of He I 10830 may be related to the radio peak and can be explained by the ultraviolet radiation from the companion star.",astro-ph
"In recent years, with the growth of online services and IoT devices, software log anomaly detection has become a significant concern for both academia and industry. However, at the time of writing this paper, almost all contributions to the log anomaly detection task, follow the same traditional architecture based on parsing, vectorizing, and classifying. This paper proposes OneLog, a new approach that uses a large deep model based on instead of multiple small components. OneLog utilizes a character-based convolutional neural network (CNN) originating from traditional NLP tasks. This allows the model to take advantage of multiple datasets at once and take advantage of numbers and punctuations, which were removed in previous architectures. We evaluate OneLog using four open data sets Hadoop Distributed File System (HDFS), BlueGene/L (BGL), Hadoop, and OpenStack. We evaluate our model with single and multi-project datasets. Additionally, we evaluate robustness with synthetically evolved datasets and ahead-of-time anomaly detection test that indicates capabilities to predict anomalies before occurring. To the best of our knowledge, our multi-project model outperforms state-of-the-art methods in HDFS, Hadoop, and BGL datasets, respectively setting getting F1 scores of 99.99, 99.99, and 99.98. However, OneLog's performance on the Openstack is unsatisfying with F1 score of only 21.18. Furthermore, Onelogs performance suffers very little from noise showing F1 scores of 99.95, 99.92, and 99.98 in HDFS, Hadoop, and BGL.",cs.LG cs.SE
"In recent years, with the growth of online services and IoT devices, software log anomaly detection has become a significant concern for both academia and industry. However, at the time of writing this paper, almost all contributions to the log anomaly detection task, follow the same traditional architecture based on parsing, vectorizing, and classifying. This paper proposes OneLog, a new approach that uses a large deep model based on instead of multiple small components. OneLog utilizes a character-based convolutional neural network (CNN) originating from traditional NLP tasks. This allows the model to take advantage of multiple datasets at once and take advantage of numbers and punctuations, which were removed in previous architectures. We evaluate OneLog using four open data sets Hadoop Distributed File System (HDFS), BlueGene/L (BGL), Hadoop, and OpenStack. We evaluate our model with single and multi-project datasets. Additionally, we evaluate robustness with synthetically evolved datasets and ahead-of-time anomaly detection test that indicates capability to predict anomalies before occurring. To the best of our knowledge, our multi-project model outperforms state-of-the-art methods in HDFS, Hadoop, and BGL datasets, respectively setting getting F1 scores of 99.99, 99.99, and 99.98. However, OneLog's performance on the Openstack is unsatisfying with F1 score of only 21.18. Furthermore, Onelogs performance suffers very little from noise testify F1 scores of 99.95, 99.92, and 99.98 in HDFS, Hadoop, and BGL.",cs.LG cs.SE
"Using the Landau-Zener-St\""uckelberg-Majorana-type (LZSM) semiclassical approach, we study both graphene and a thin film of a Weyl semimetal subjected to a strong AC electromagnetic field. The spectrum of quasi energies in the Weyl semimetal turns out to be similar to that of a graphene sheet. Earlier it has been predicted qualitatively that the transport properties of strongly-irradiated graphene oscillate as a function of the radiation intensity [S.V. Syzranov et al., Phys. Rev. B 88, 241112 (2013)]. Here we obtain rigorous quantitative results for a driven linear conductance of graphene and a thin film of a Weyl semimetal. The exact quantitative structure of oscillations exhibits two contributions. The first one is a manifestation of the Ramsauer-Townsend effect, while the second contribution is a consequence of the LZSM interference defining the spectrum of quasienergies.",cond-mat.mes-hall
"Using the Landau-Zener-St\""uckelberg-Majorana-type (LZSM) semiclassical approach, we study both graphene and a thin film of a Weyl semimetal subjected to a strong AC electromagnetic field. The spectrum of quasi energies in the Weyl semimetal turns out to be standardized to that of a graphene sheet. Earlier it has been predicted qualitatively that the transport properties of strongly-irradiated graphene oscillate as a function of the radiation intensity [S.V. Syzranov et al., Phys. Rev. B 88, 241112 (2013)]. Here we obtain rigorous quantitative results for a driven linear conductance of graphene and a thin film of a Weyl semimetal. The exact quantitative structure of oscillations exhibits two contributions. The first one is a manifestation of the Ramsauer-Townsend effect, patch the second contribution is a consequence of the LZSM interference defining the spectrum of quasienergies.",cond-mat.mes-hall
"We consider two variations on the Mandelbrot fractal percolation model. In the k-fractal percolation model, the d-dimensional unit cube is divided in N^d equal subcubes, k of which are retained while the others are discarded. The procedure is then iterated inside the retained cubes at all smaller scales. We show that the (properly rescaled) percolation critical value of this model converges to the critical value of ordinary site percolation on a particular d-dimensional lattice as N tends to infinity. This is analogous to the result of Falconer and Grimmett that the critical value for Mandelbrot fractal percolation converges to the critical value of site percolation on the same d-dimensional lattice. In the fat fractal percolation model, subcubes are retained with probability p_n at step n of the construction, where (p_n) is a non-decreasing sequence with \prod p_n > 0. The Lebesgue measure of the limit set is positive a.s. given non-extinction. We prove that either the set of connected components larger than one point has Lebesgue measure zero a.s. or its complement in the limit set has Lebesgue measure zero a.s.",math.PR
"We consider two magnetic variation on the Mandelbrot fractal percolation model. In the k-fractal percolation model, the d-dimensional unit cube is divided in N^d equal subcubes, k of which are retained while the others are discarded. The procedure is then iterated inside the retained cubes at all smaller scales. We show that the (properly rescaled) percolation critical value of this model converges to the critical value of ordinary site percolation on a particular d-dimensional lattice as N tends to infinity. This is analogous to the result of Falconer and Grimmett that the critical value for Mandelbrot fractal percolation converges to the critical value of site percolation on the same d-dimensional lattice. In the fat fractal percolation model, subcubes are retained with probability p_n at step n of the construction, where (p_n) is a non-decreasing sequence with \prod p_n > 0. The Lebesgue measure of the limit set is positive a.s. give way non-extinction. We prove that either the set of connected components larger than one point has Lebesgue measure zero a.s. or its complement in the limit set has Lebesgue measure zero a.s.",math.PR
"The fifth generation wireless networks focus on the design of low latency, high data rate, high reliability, and massive connectivity communications. Non-orthogonal multiple access (NOMA) is an essential enabling technology to accommodate the wide range of communication requirements. By coordinating the massive devices within the same resource block on power domain, frequency domain or code domain, NOMA is superior to conventional orthogonal multiple access in terms of the network connectivity, the throughputs of system and etc. Sparse code multiple access (SCMA) is a kind of multi-carrier code domain NOMA and has been studied extensively. The challenges for designing a high quality SCMA system is to seek the feasible encoding and decoding schemes to meet the desired requirements. In this article, we present some recent progresses towards the design of multi-dimensional codebooks, the practical low complexity decoder, as well as the Grant-Free multiple access for SCMA system. In particular, we show how the SCMA codebooks construction are motived by the combined design of multi-dimensional constellation and factor graphs. In addition, various low complexity SCMA decoders are also reviewed with a special focus on sphere decoding. Moreover, based on the framework of belief propagation, the SCMA Grant-Free transmission is introduced and the problem of collision resolution is also discussed.",eess.SP
"The fifth part generation wireless networks focus on the design of low latency, high data rate, high reliability, and massive connectivity communications. Non-orthogonal multiple access (NOMA) is an essential enabling technology to accommodate the wide range of communication requirements. By coordinating the massive devices within the same resource block on power domain, frequency domain or code domain, NOMA is superior to conventional orthogonal multiple access in terms of the network connectivity, the throughputs of system and etc. Sparse code multiple access (SCMA) is a kind of multi-carrier code domain NOMA and has been studied extensively. The challenges for designing a high quality SCMA system is to seek the feasible encoding and decoding schemes to meet the desired requirements. In this article, we present some recent progresses towards the design of multi-dimensional codebooks, the practical low complexness decoder, as well as the Grant-Free multiple access for SCMA system. In particular, we show how the SCMA codebooks construction are motived by the combined design of multi-dimensional constellation and factor graphs. In addition, various low complexness SCMA decoders are also reviewed with a special focus on sphere decoding. Moreover, based on the framework of belief propagation, the SCMA Grant-Free transmission is introduced and the problem of collision resolution is also discussed.",eess.SP
"It is shown that the resonance Kondo tunneling through a double quantum dot (DQD) with even occupation and singlet ground state may arise at a strong bias, which compensates the energy of singlet/triplet excitation. Using the renormalization group technique we derive scaling equations and calculate the differential conductance as a function of an auxiliary dc-bias for parallel DQD described by SO(4) symmetry. We analyze the decoherence effects associated with the triplet/singlet relaxation in DQD and discuss the shape of differential conductance line as a function of dc-bias and temperature.",cond-mat
"It is record that the resonance Kondo tunneling through a double quantum dot (DQD) with even occupation and singlet ground state may arise at a strong bias, which compensates the energy of singlet/triplet excitation. Using the renormalization group technique we infer scaling equations and calculate the differential conductance as a function of an auxiliary dc-bias for parallel DQD described by SO(4) symmetry. We analyze the decoherence effects associated with the triplet/singlet relaxation in DQD and discuss the shape of differential conductance line as a function of dc-bias and temperature.",cond-mat
"Phase separation in mixtures of polymers and alkanes is investigated with the aid of a recently developed lattice model, based on the Born-Green-Yvon (BGY) integral equation approach to fluids. The system-dependent parameters of the BGY lattice model for binary mixtures are deduced from those of its pure components, which in turn are determined from a comparison with experimental data. The lower critical solution temperatures (LCST's) for polyethylene in various n-alkanes were predicted from the BGY lattice model and compared with experimental data. While the model underestimates the LCST's for the smaller alkanes it reproduces the experimental values very well for the higher alkanes (decane through tridecane). The effect of the chain length of the polymer on the solubility is investigated for the case of decane as a solvent.",cond-mat.soft cond-mat.stat-mech
"phase angle separation in mixtures of polymers and alkanes is investigated with the aid of a recently developed fretwork model, based on the Born-Green-Yvon (BGY) integral equation approach to fluids. The system-dependent parameters of the BGY fretwork model for binary mixtures are deduced from those of its pure components, which in turn are determined from a comparison with experimental data. The lower critical solution temperatures (LCST's) for polyethylene in various n-alkanes were predicted from the BGY fretwork model and compared with experimental data. While the model underestimates the LCST's for the smaller alkanes it reproduces the experimental values very well for the higher alkanes (decane through tridecane). The effect of the chain length of the polymer on the solubility is investigated for the case of decane as a solvent.",cond-mat.soft cond-mat.stat-mech
"In this review, we outline the expected tests of gravity that will be achieved at cosmological scales in the upcoming decades. We focus mainly on constraints on phenomenologically parameterized deviations from general relativity, which allow to test gravity in a model-independent way, but also review some of the expected constraints obtained with more physically motivated approaches. After reviewing the state-of-the-art for such constraints, we outline the expected improvement that future cosmological surveys will achieve, focusing mainly on future large-scale structures and cosmic microwave background surveys but also looking into novel probes on the nature of gravity. We will also highlight the necessity of overcoming accuracy issues in our theoretical predictions, issues that become relevant due to the expected sensitivity of future experiments.",astro-ph.CO
"In this review, we outline the expected tests of gravity that will be achieved at cosmological scales in the approaching decades. We focus mainly on constraints on phenomenologically parameterized deviations from superior general relativity, which allow to test gravity in a model-independent way, but also review some of the expected constraints obtained with more physically motivated approaches. After reviewing the state-of-the-art for such constraints, we outline the expected improvement that future cosmological surveys will achieve, focusing mainly on future large-scale structures and cosmic microwave background surveys but also looking into novel probes on the nature of gravity. We will also highlight the necessity of overcoming accuracy issues in our theoretical predictions, issues that become relevant due to the expected sensitivity of future experiments.",astro-ph.CO
"The Chow variety of polynomials that decompose as a product of linear forms has been studied for more than 100 years. Finding equations in the ideal of secant varieties of Chow varieties would enable one to measure the complexity the permanent to prove Valiant's conjecture $\mathbf{VP\neq VNP}$. In this article, I use the method of prolongation to obtain equations for secant varieties of Chow varieties as $GL(V)$-modules.",cs.CC math.AG
"The Chow variety of polynomials that decompose as a product of linear forms has been studied for more than 100 years. happen equations in the nonesuch of secant varieties of Chow varieties would enable one to measure the complexity the permanent to prove Valiant's conjecture $\mathbf{VP\neq VNP}$. In this article, I use the method of prolongation to obtain equations for secant varieties of Chow varieties as $GL(V)$-modules.",cs.CC math.AG
"We propose a method to determine the isoscalar \bar K N scattering length on the lattice. Our method represents the generalization of L\""uscher's approach in the presence of inelastic channels (complex scattering length). In addition, the proposed approach allows one to find the position of the S-matrix pole corresponding the the Lambda(1405) resonance.",hep-lat hep-ph nucl-th
"We propose a method to determine the isoscalar \bar K N scattering length on the lattice. Our method represents the generalization of L\""uscher's approach in the presence of inelastic channels (complex scattering length). In addition, the proposed approach allows one to obtain the spot of the S-matrix pole corresponding the the Lambda(1405) resonance.",hep-lat hep-ph nucl-th
"We analyzed several basic correlations between structural parameters of galaxies. The data were taken from various samples in different passbands which are available in the literature. We discuss disc scaling relations as well as some debatable issues concerning the so-called Photometric Plane for bulges and elliptical galaxies in different forms and various versions of the famous Kormendy relation. We show that some of the correlations under discussion are artificial (self-correlations), while others truly reveal some new essential details of the structural properties of galaxies. Our main results are as follows: (1) At present, we can not conclude that faint stellar discs are, on average, more thin than discs in high surface brightness galaxies. The ``central surface brightness -- thickness'' correlation appears only as a consequence of the transparent exponential disc model to describe real galaxy discs. (2) The Photometric Plane appears to have no independent physical sense. Various forms of this plane are merely sophisticated versions of the Kormendy relation or of the self-relation involving the central surface brightness of a bulge/elliptical galaxy and the Sersic index n. (3) The Kormendy relation is a physical correlation presumably reflecting the difference in the origin of bright and faint ellipticals and bulges. We present arguments that involve creating artificial samples to prove our main idea.",astro-ph.GA
"We analyzed several basic correlations between structural parameters of galaxies. The data were taken from various samples in different passbands which are available in the literature. We discuss disc scaling relations as well as some debatable issues concerning the so-called Photometric Plane for bulges and elliptical galaxies in different forms and various versions of the famous Kormendy relation. We show that some of the correlations under discussion are artificial (self-correlations), while others truly reveal some new essential details of the structural properties of galaxies. Our main results are as follows: (1) At present, we can not conclude that faint stellar discs are, on average, more thin than discs in high airfoil brightness galaxies. The ``central airfoil brightness -- thickness'' correlation appears only as a consequence of the transparent exponential disc model to describe real galaxy discs. (2) The Photometric Plane appears to have no independent physical sense. Various forms of this plane are merely sophisticated versions of the Kormendy carnal knowledge or of the self-relation involving the central airfoil brightness of a bulge/elliptical galaxy and the Sersic index n. (3) The Kormendy carnal knowledge is a physical correlation presumably reflecting the difference in the origin of bright and faint ellipticals and bulges. We present arguments that involve creating artificial samples to prove our main idea.",astro-ph.GA
"Recently Menard et al. detected a subtle but systematic change in the mean color of quasars as a function of their projected separation from foreground galaxies, extending to comoving separations of ~10Mpc/h, which they interpret as a signature of reddening by intergalactic dust. We present theoretical models of this remarkable observation, using SPH cosmological simulations of a (50Mpc/h)^3 volume. Our primary model uses a simulation with galactic winds and assumes that dust traces the intergalactic metals. The predicted galaxy-dust correlation function is similar in form to the galaxy-mass correlation function, and reproducing the MSFR data requires a dust-to-metal mass ratio of 0.24, about half the value in the Galactic ISM. Roughly half of the reddening arises in dust that is more than 100Kpc/h from the nearest massive galaxy. We also examine a simulation with no galactic winds, which predicts a much smaller fraction of intergalactic metals (3% vs. 35%) and therefore requires an unphysical dust-to-metal ratio of 2.18 to reproduce the MSFR data. In both models, the signal is dominated by sightlines with E(g-i)=0.001-0.1. The no-wind simulation can be reconciled with the data if we also allow reddening to arise in galaxies up to several x 10^10 Msun. The wind model predicts a mean visual extinction of A_V ~0.0133 mag out to z=0.5, with a sightline-to-sightline dispersion similar to the mean, which could be significant for future supernova cosmology studies. Reproducing the MSFR results in these simulations requires that a large fraction of ISM dust survive its expulsion from galaxies and its residence in the intergalactic medium. Future observational studies that provide higher precision and measure the dependence on galaxy type and environment will allow detailed tests for models of enriched galactic outflows and the survival of IG dust.",astro-ph.CO
"Recently Menard et al. detected a subtle but systematic change in the mean color of quasars as a function of their projected separation from foreground galaxies, extending to comoving separations of ~10Mpc/h, which they interpret as a signature of reddening by intergalactic dust. We present theoretic models of this remarkable observation, using SPH cosmological simulations of a (50Mpc/h)^3 volume. Our primary model uses a simulation with galactic winds and assumes that dust traces the intergalactic metals. The predicted galaxy-dust correlation function is similar in form to the galaxy-mass correlation function, and reproducing the MSFR datum requires a dust-to-metal mass ratio of 0.24, about half the value in the Galactic ISM. Roughly half of the reddening arises in dust that is more than 100Kpc/h from the nearest massive galaxy. We also examine a simulation with no galactic winds, which predicts a much smaller fraction of intergalactic metals (3% vs. 35%) and therefore requires an unphysical dust-to-metal ratio of 2.18 to reproduce the MSFR data. In both models, the signal is dominated by sightlines with E(g-i)=0.001-0.1. The no-wind simulation can be reconciled with the datum if we also allow reddening to arise in galaxies up to several x 10^10 Msun. The wind model predicts a mean visual extinction of A_V ~0.0133 mag out to z=0.5, with a sightline-to-sightline dispersion similar to the mean, which could be significant for future supernova cosmology studies. Reproducing the MSFR results in these simulations requires that a large fraction of ISM dust survive its expulsion from galaxies and its residence in the intergalactic medium. Future observational studies that provide higher precision and measure the dependence on galaxy type and environment will allow detailed tests for models of enriched galactic outflows and the survival of IG dust.",astro-ph.CO
"We are developing a new research based assessment (RBA) focused on quantitative reasoning -- rather than conceptual understanding -- in physics contexts. We rapidly moved administration of the RBA online in Spring 2020 due to the COVID-19 pandemic. We present our experiences with online, unproctored administration of an RBA in development to students enrolled in a large-enrollment, calculus-based, introductory physics course. We describe our attempts to adhere to best practices on a limited time frame, and present a preliminary analysis of the results, comparing results from the online administration to earlier results from in-person, proctored administration. We include discussion of online administration of multiple-choice/multiple-response (MCMR) items, which we use on the instrument as a way to probe multiple facets of student reasoning. Our initial comparison indicates little difference between online and paper administrations of the RBA, consistent with previous work by other researchers.",physics.ed-ph
"We are acquire a new research based assessment (RBA) focused on quantitative reasoning -- rather than conceptual understanding -- in physics contexts. We rapidly moved administration of the RBA online in Spring 2020 due to the COVID-19 pandemic. We present our experiences with online, unproctored administration of an RBA in development to students enrolled in a large-enrollment, calculus-based, introductory physics course. We describe our attempts to adhere to best practices on a limited time frame, and present a preliminary analysis of the results, comparing results from the online administration to earlier results from in-person, proctor administration. We include discussion of online administration of multiple-choice/multiple-response (MCMR) items, which we use on the instrument as a way to probe multiple facets of student reasoning. Our initial comparison indicates little difference between online and paper administrations of the RBA, consistent with previous work by other researchers.",physics.ed-ph
"We analyze a discontinuous Galerkin FEM-BEM scheme for a second order elliptic transmission problem posed in the three-dimensional space. The symmetric variational formulation is discretized by nonconforming Raviart-Thomas finite elements on a general partition of the interior domain coupled with discontinuous boundary elements on an independent quasi-uniform mesh of the transmission interface. We prove (almost) quasi-optimal convergence of the method and confirm the theory by a numerical experiment. In addition, we consider the case when continuous rather than discontinuous boundary elements are used.",math.NA
"We analyze a discontinuous Galerkin FEM-BEM scheme for a second order ovate transmission problem posed in the three-dimensional space. The symmetric variational formulation is discretized by nonconforming Raviart-Thomas finite elements on a general partition of the interior domain coupled with discontinuous boundary elements on an independent quasi-uniform mesh of the transmission interface. We prove (almost) quasi-optimal convergence of the method and confirm the theory by a mathematical experiment. In addition, we consider the case when continuous rather than discontinuous boundary elements are used.",math.NA
"For a matroid $M$ having $m$ rank-one flats, the density $d(M)$ is $\tfrac{m}{r(M)}$ unless $m = 0$, in which case $d(M)= 0$. A matroid is density-critical if all of its proper minors of non-zero rank have lower density. By a 1965 theorem of Edmonds, a matroid that is minor-minimal among simple matroids that cannot be covered by $k$ independent sets is density-critical. It is straightforward to show that $U_{1,k+1}$ is the only minor-minimal loopless matroid with no covering by $k$ independent sets. We prove that there are exactly ten minor-minimal simple obstructions to a matroid being able to be covered by two independent sets. These ten matroids are precisely the density-critical matroids $M$ such that $d(M) > 2$ but $d(N) \le 2$ for all proper minors $N$ of $M$. All density-critical matroids of density less than $2$ are series-parallel networks. For $k \ge 2$, although finding all density-critical matroids of density at most $k$ does not seem straightforward, we do solve this problem for $k=\tfrac{9}{4}$.",math.CO
"For a matroid $M$ having $m$ rank-one flats, the density $d(M)$ is $\tfrac{m}{r(M)}$ unless $m = 0$, in which case $d(M)= 0$. A matroid is density-critical if all of its proper minors of non-zero rank have lower density. By a 1965 theorem of Edmonds, a matroid that is minor-minimal among simple matroids that cannot be covered by $k$ independent sets is density-critical. It is straightforward to show that $U_{1,k+1}$ is the only minor-minimal loopless matroid with no covering by $k$ independent sets. We prove that there are exactly ten minor-minimal simple obstructions to a matroid being able to be covered by two independent sets. These ten matroids are precisely the density-critical matroids $M$ such that $d(M) > 2$ but $d(N) \le 2$ for all proper minors $N$ of $M$. All density-critical matroids of density to a lesser extent than $2$ are series-parallel networks. For $k \ge 2$, although finding all density-critical matroids of density at most $k$ does not seem straightforward, we do work out this problem for $k=\tfrac{9}{4}$.",math.CO
