id,submitter,authors,title,comments,journal-ref,doi,abstract,report-no,categories,versions
2008.06690,Sanjay Kumar,"Sanjay Kumar, Rui Qin Ng and Heow Pueh Lee","Experimental investigations of acoustic curtains for hospital
  environment noise mitigations","16 pages, 8 figures",,,"  The continuous increase of hospital noise levels has become a vital challenge
for society. The complex soundscapes in the hospital produce unpleasant noise,
which may exceed the prescribed noise level for the patients and healthcare
professionals. Previous studies have reported that extended exposure to loud
noise may cause auditory and nonauditory disorders in healthcare professionals,
medical staff, and patients. Therefore, there is an increased interest for the
design and fabrication of effective noise barriers for the hospital premises.
Herein, we have performed the thorough experimental investigations on the
acoustical performances for PVC coated polyester fabrics and 100 % pure PVC
sheets. The performances of these potential acoustic curtains have found to be
superior to that of existing acoustic curtains for hospitals. Also, the results
showed that the sound transmission class rating of PVC curtains are much higher
than the existing commercial acoustic curtains.
",,['physics.app-ph'],['v1']
2012.15668,Georgios Karagiannis,Georgios Karagiannis,Tensor Galileons as Lovelock theories,"4 pages, v2: The material has been reorganized, several claims have
  been scaled down + references added",,,"  We review the construction of Galileon interactions involving a single
two-column mixed-symmetry tensor of arbitrary degree in flat spacetime of
arbitrary dimensions, in a reverse engineering spirit. By defining an
appropriate Riemann-like tensor for each of these tensor gauge fields, we show
that the theories constructed in the spirit of Lovelock's theory of Gravity
correspond to the well-known Galileon theories from the literature.
",RBI-ThPhys-2021-2,['hep-th'],"['v1', 'v2']"
1610.00207,Johannes Lederer,Wei Li and Johannes Lederer,"Tuning parameter calibration for $\ell_1$-regularized logistic
  regression",,,,"  Feature selection is a standard approach to understanding and modeling
high-dimensional classification data, but the corresponding statistical methods
hinge on tuning parameters that are difficult to calibrate. In particular,
existing calibration schemes in the logistic regression framework lack any
finite sample guarantees. In this paper, we introduce a novel calibration
scheme for $\ell_1$-penalized logistic regression. It is based on simple tests
along the tuning parameter path and is equipped with optimal guarantees for
feature selection. It is also amenable to easy and efficient implementations,
and it rivals or outmatches existing methods in simulations and real data
applications.
",,['stat.ME math.ST stat.ML stat.TH'],"['v1', 'v2']"
1911.09629,Edi Halyo,Edi Halyo,Are Near $AdS_2$ Spacetimes Dual to $AdS_2$ Black Holes?,17 pages,,,"  We claim that there is a one to one correspondence between $NAdS_2$
spacetimes and dilatonic $AdS_2$ black holes. We show that these have the same
thermodynamics and can be described by the same states of 1D CFTs with the same
central charge. In addition, we show that these are actually the same set of
solutions since a field redefinition in the Schwarzian theory transforms its
equation of motion into the time independent part of the bulk Einstein
equation. The deformations of the $AdS_2$ boundary as a function of the
boundary time are exactly the conformal factor of the $AdS_2$ black hole metric
as a function of the radial bulk coordinate.
",,['hep-th'],['v1']
2107.01805,Pengfei Hu,"Huanhai Xin, Kehao Zhuang, Pengfei Hu, Yunjie Gu, Ping Ju","Dual Synchronous Generator: Inertial Current Source based Grid-Forming
  Solution for VSC",,,,"  In order to improve dynamic characteristics of the power system with
high-proportion renewable energy sources (RESs), it is necessary for the
voltage source converter (VSC), interfaces of RESs, to provide inertial and
frequency regulation. In practical applications, VSCs are better to be
controlled as a current source due to its weak overcurrent capacity. According
to the characteristic, a dual synchronous theory is proposed to analyze the
synchronization between current sources in this paper. Based on dual
synchronous idea, a dual synchronous generator (DSG) control is applied in VSC
to form inertial current source. In addition, a braking control is embedded in
DSG control to improve the transient stability of VSC. Finally, experimental
results verify the effectiveness of the theory and the control method.
",,['eess.SY cs.SY'],"['v1', 'v2', 'v3', 'v4']"
1808.04990,Thomas Wihler,Pascal Heid and Thomas P. Wihler,Adaptive Iterative Linearization Galerkin Methods for Nonlinear Problems,,,,"  A wide variety of (fixed-point) iterative methods for the solution of
nonlinear equations (in Hilbert spaces) exists. In many cases, such schemes can
be interpreted as iterative local linearization methods, which, as will be
shown, can be obtained by applying a suitable preconditioning operator to the
original (nonlinear) equation. Based on this observation, we will derive a
unified abstract framework which recovers some prominent iterative schemes. In
particular, for Lipschitz continuous and strongly monotone operators, we derive
a general convergence analysis. Furthermore, in the context of numerical
solution schemes for nonlinear partial differential equations, we propose a
combination of the iterative linearization approach and the classical Galerkin
discretization method, thereby giving rise to the so-called iterative
linearization Galerkin (ILG) methodology. Moreover, still on an abstract level,
based on two different elliptic reconstruction techniques, we derive a
posteriori error estimates which separately take into account the
discretization and linearization errors. Furthermore, we propose an adaptive
algorithm, which provides an efficient interplay between these two effects. In
addition, the ILG approach will be applied to the specific context of finite
element discretizations of quasilinear elliptic equations, and some numerical
experiments will be performed.
",,['math.NA cs.NA'],"['v1', 'v2']"
math/0701732,Naohito Tomita,Mitsuru Sugimoto and Naohito Tomita,"A counterexample for boundedness of pseudo-differential operators on
  modulation spaces",9 pages,,,"  We prove that pseudo-differential operators with symbols in the class
$S_{1,\delta}^0$ ($0<\delta<1$) are not always bounded on the modulation space
$M^{p,q}$ ($q\neq2$).
",,['math.FA math.AP'],['v1']
nucl-th/9807031,Horst Mueller,Horst Mueller and Byron K. Jennings (TRIUMF),"Critical analysis of quark-meson coupling models for nuclear matter and
  finite nuclei",29 pages with 11 figures,Nucl.Phys. A640 (1998) 55-76,10.1016/S0375-9474(98)00445-X,"  Three versions of the quark-meson coupling (QMC) model are applied to
describe properties of nuclear matter and finite nuclei. The models differ in
the treatment of the bag constant and in terms of nonlinear scalar
self-interactions. As a consequence opposite predictions for the medium
modifications of the internal nucleon structure arise. After calibrating the
model parameters at equilibrium nuclear matter density, binding energies,
charge radii, single-particle spectra and density distributions of spherical
nuclei are analyzed and compared with QHD calculations. For the models which
predict a decreasing size of the nucleon in the nuclear environment,
unrealistic features of the nuclear shapes arise.
",,['nucl-th'],['v1']
1203.1175,Jaydip Sen,Jaydip Sen,"Secure and Privacy-Preserving Data Aggregation Protocols for Wireless
  Sensor Networks","32 pages, 7 figures, 3 tables","Book Chapter in IntechOpen Published Book: Cryptography and
  Security in Computing, 2012",10.5772/38615,"  This chapter discusses the need of security and privacy protection mechanisms
in aggregation protocols used in wireless sensor networks (WSN). It presents a
comprehensive state of the art discussion on the various privacy protection
mechanisms used in WSNs and particularly focuses on the CPDA protocols proposed
by He et al. (INFOCOM 2007). It identifies a security vulnerability in the CPDA
protocol and proposes a mechanism to plug that vulnerability. To demonstrate
the need of security in aggregation process, the chapter further presents
various threats in WSN aggregation mechanisms. A large number of existing
protocols for secure aggregation in WSN are discussed briefly and a protocol is
proposed for secure aggregation which can detect false data injected by
malicious nodes in a WSN. The performance of the protocol is also presented.
The chapter concludes while highlighting some future directions of research in
secure data aggregation in WSNs.
",,['cs.CR cs.NI'],['v1']
hep-lat/9907016,Robert Edwards,"P.H. Damgaard, R.G. Edwards, U.M. Heller, R. Narayanan","Universal Scaling of the Chiral Condensate in Finite-Volume Gauge
  Theories","Expanded discussion of overlap fermion results. 17 pages revtex, 7
  postscript figures",Phys.Rev. D61 (2000) 094503,10.1103/PhysRevD.61.094503,"  We confront exact analytical predictions for the finite-volume scaling of the
chiral condensate with data from quenched lattice gauge theory simulations.
Using staggered fermions in both the fundamental and adjoint representations,
and gauge groups SU(2) and SU(3), we are able to test simultaneously all of the
three chiral universality classes. With overlap fermions we also test the
predictions for gauge field sectors of non-zero topological charge. Excellent
agreement is found in most cases, and the deviations are understood in the
others.
","NBI-HE-99-23, FSU-SCRI-99-41",['hep-lat'],"['v1', 'v2']"
2002.02484,Qingshan Chen,"Qingshan Chen, Lili Ju, Roger Temam","Conservative numerical schemes with optimal dispersive wave relations --
  Part II. Numerical evaluations",,,,"  A new energy and enstrophy conserving scheme is evaluated using a suite of
test cases over the global spherical domain or bounded domains. The evaluation
is organized around a set of pre-defined properties: accuracy of individual
opeartors, accuracy of the whole scheme, conservation, control of the
divergence variable, representation of the energy and enstrophy spectra, and
simulation of nonlinear dynamics. The results confirm that the scheme is
between the first and second order accurate, and conserves the total energy and
potential enstrophy up to the time truncation errors. The scheme is capable of
producing more physically realistic energy and enstrophy spectra, indicating
that the new scheme can help prevent the unphysical energy cascade towards the
finest resolvable scales. With an optimal representation of the dispersive wave
relations, the scheme is able to keep the flow close to being non-divergent,
maintain the geostrophically balanced structures with large-scale geophysical
flows over long-term simulations.
",,['math.NA cs.NA physics.ao-ph physics.geo-ph'],"['v1', 'v2']"
1610.06948,Rudolf Tange,Adam Dent and Rudolf Tange,Bases for spaces of highest weight vectors in arbitrary characteristic,,,,"  Let k be an algebraically closed field of arbitrary characteristic. First we
give explicit bases for the highest weight vectors for the action of GL_r x
GL_s on the coordinate ring k[Mat_{rs}^m] of m-tuples of r x s-matrices. It
turns out that this is done most conveniently by giving an explicit good GL_r x
GL_s-filtration on k[Mat_{rs}^m]. Then we deduce from this result explicit
spanning sets of the k[Mat_n]^{GL_n}-modules of highest weight vectors in the
coordinate ring k[Mat_n] under the conjugation action of GL_n.
",,['math.RT'],"['v1', 'v2']"
2111.05001,Cl\'ement Legrand-Duchesne,"Cl\'ement Legrand-Duchesne, Ashutosh Rai, Martin Tancer",Parameterized complexity of untangling knots,,,,"  Deciding whether a diagram of a knot can be untangled with a given number of
moves (as a part of the input) is known to be NP-complete. In this paper we
determine the parameterized complexity of this problem with respect to a
natural parameter called defect. Roughly speaking, it measures the efficiency
of the moves used in the shortest untangling sequence of Reidemeister moves.
  We show that the II- moves in a shortest untangling sequence can be
essentially performed greedily. Using that, we show that this problem belongs
to W[P] when parameterized by the defect. We also show that this problem is
W[P]-hard by a reduction from Minimum axiom set.
",,['cs.CC cs.CG math.GT'],['v1']
1810.07553,Robin Piron,R. Piron and T. Blenski,"Addendum to ""Free-energy functional of the Debye-H\""uckel model of
  simple fluids""",,"Phys. Rev. E 99, 052134 (2019)",10.1103/PhysRevE.99.052134,"  In previous publications [arXiv:1608.08430, arXiv:1704.06502], the authors
have proposed Debye-H\""uckel-approximate free-energy functionals of the pair
distribution functions for one-component fluid and two-component plasmas. These
functionals yield the corresponding Debye-H\""uckel integral equations when they
are minimized with respect to the pair distribution functions, lead to correct
thermodynamic relations and fulfill the virial theorem. In the present
addendum, we update our results by providing simpler functionals that have the
same properties. We relate these functionals to the approaches of Lado [Phys.
Rev. A 8:2548, 1973] and of Olivares and McQuarrie [J. Chem. Phys. 65:3604,
1976]. We also discuss briefly the non-uniqueness issue that is raised by these
results.
",,['physics.plasm-ph physics.chem-ph'],['v1']
1307.0001,Santanu Das,"Santanu Das, Tarun Souradeep","Leakage of power from dipole to higher multipoles due to non-symmetric
  WMAP beam","12 pages, 18 figures",,10.1088/1475-7516/2015/05/012,"  A number of studies of WMAP and Planck have highlighted that the power at the
low multipoles in CMB power spectrum are lower than their theoretically
predicted values. Possible angular correlation between the orientations of
these low multipoles have also been claimed. It is important to investigate the
possibility that the power deficiency at low multipoles may not be of
primordial origin and is only an observation artifact coming from the scan
procedure adapted in the WMAP or Planck satellites. Therefore, its always
important to investigate all the observational artifacts that can mimic them.
The CMB dipole which is almost 550 times higher than the quadrupole can leak to
the higher multipoles due to the non-symmetric beam shape of the WMAP. In this
paper a formalism has been developed and simulations are carried out to study
the effect of the non-symmetric beam on this power transfer. It is interesting
to observed that a small but non-negligible amount of power from the dipole can
get transferred to the quadrupole and the higher multipoles due to the
non-symmetric beam. It is shown that in case of WMAP scan strategy the shape of
the quadrupole coming due to this power leakage is very much similar to the
observed quadrupole from WMAP data. Simulations have also been carried out for
Planck scan strategy. It is seen that for Planck scan strategy the power
transfer is not only limited to the quadrupole but also to a few higher low
multipoles. Since the actual beam shapes of Planck are not publicly available
we present results in terms of upper limits on asymmetric beam parameters that
would contaminate of the quadrupole power at the level of $1\mu K$.
",,['astro-ph.CO'],['v1']
2012.14398,Benjamin Cahen,Benjamin Cahen,"Weyl calculus on the Fock space and Stratonovich-Weyl correspondence for
  Heisenberg motion groups",arXiv admin note: text overlap with arXiv:1701.04361,"Rendiconti Sem. Mat. Univ. Pol. Torino Vol. 76, 1 (2018), 63-79",,"  We construct a Stratonovich-Weyl correspondence for each generic
representation of a Heisenberg motion group by using the Weyl calculus on the
Fock space.
",,['math.RT'],['v1']
1711.09338,Pedro Ramos,"Pedro L. Ramos, Francisco Louzada, Taciana K.O. Shimizu, Aline O. Luiz","The Inverse Weighted Lindley Distribution: Properties, Estimation and an
  Application on a Failure Time Data",,,,"  In this paper a new distribution is proposed. This new model provides more
flexibility to modeling data with upside-down bathtub hazard rate function. A
significant account of mathematical properties of the new distribution is
presented. The maximum likelihood estimators for the parameters in the presence
of complete and censored data are presented. Two corrective approaches are
considered to derive modified estimators that are bias-free to second order. A
numerical simulation is carried out to examine the efficiency of the bias
correction. Finally, an application using a real data set is presented in order
to illustrate our proposed distribution.
",,['math.ST stat.TH'],['v1']
cond-mat/9908334,Eirik G. Flekkoy,Eirik G. Flekkoy and Peter V. Coveney,From Molecular Dynamics to Dissipative Particle Dynamics,"5 pages, to appear in PRL",,10.1103/PhysRevLett.83.1775,"  A procedure is introduced for deriving a coarse-grained dissipative particle
dynamics from molecular dynamics. The rules of the dissipative particle
dynamics are derived from the underlying molecular interactions, and a Langevin
equation is obtained that describes the forces experienced by the dissipative
particles and specifies the associated canonical Gibbs distribution for the
system.
",,['cond-mat.soft cond-mat.stat-mech'],['v1']
2009.13800,Zunwu He,Zunwu He,Remarks on the actions of some groups on the product of Hadamard spaces,15pages. Comments are welcome!,,,"  For a product of Hadamard spaces $X=X_1\times X_2$ on which some group
$G\subset Is(X_1)\times Is(X_2)$ acting, G. Link arXiv:1107.3755v1 introduced
the growth rate $\delta_{\theta}$ of slope $\theta$ to construct a
$G-$invariant $(b,\theta)$-density.
  First, we show that $\delta_{\theta}$ is continuous in the slope $\theta$ as
the above group action with some mild condition.
  Second, we give a negative answer to a question raised by G. Link in \cite{1}
in general. And further results about the question are discussed.
  In the end, we can extent the $(b,\theta)$-densities in some reasonable
condition.
",,['math.GR'],"['v1', 'v2', 'v3']"
1802.04179,Zdenek Dvorak,Zden\v{e}k Dvo\v{r}\'ak and Xiaolan Hu,Planar graphs without cycles of length 4 or 5 are (11:3)-colorable,"23 pages, 5 figures; incorporated reviewer remarks",,,"  A graph G is (a:b)-colorable if there exists an assignment of b-element
subsets of {1,...,a} to vertices of G such that sets assigned to adjacent
vertices are disjoint. We show that every planar graph without cycles of length
4 or 5 is (11:3)-colorable, a weakening of recently disproved Steinberg's
conjecture. In particular, each such graph with n vertices has an independent
set of size at least 3n/11.
",,['math.CO'],"['v1', 'v2']"
1702.00797,Riccardo Torre,"Roberto Contino, Davide Greco, Rakhi Mahbubani, Riccardo Rattazzi and
  Riccardo Torre",Precision Tests and Fine Tuning in Twin Higgs Models,"50 pages (29 + appendices), 9 figures; v2: the section and appendix
  on the Higgs potential have been updated, the results are unchanged","Phys. Rev. D 96, 095036 (2017)",10.1103/PhysRevD.96.095036,"  We analyze the parametric structure of Twin Higgs (TH) theories and assess
the gain in fine tuning which they enable compared to extensions of the
Standard Model with colored top partners. Estimates show that, at least in the
simplest realizations of the TH idea, the separation between the mass of new
colored particles and the electroweak scale is controlled by the coupling
strength of the underlying UV theory, and that a parametric gain is achieved
only for strongly-coupled dynamics. Motivated by this consideration we focus on
one of these simple realizations, namely composite TH theories, and study how
well such constructions can reproduce electroweak precision data. The most
important effect of the Twin states is found to be the infrared contribution to
the Higgs quartic coupling, while direct corrections to electroweak observables
are sub-leading and negligible. We perform a careful fit to the electroweak
data including the leading-logarithmic corrections to the Higgs quartic up to
three loops. Our analysis shows that agreement with electroweak precision tests
can be achieved with only a moderate amount of tuning, in the range 5-10\%, in
theories where colored states have mass of order 3-5 TeV and are thus out of
reach of the LHC. For these levels of tuning, larger masses are excluded by a
perturbativity bound, which makes these theories possibly discoverable, hence
falsifiable, only at a future 100 TeV collider.
",CERN-TH-2017-026,['hep-ph'],"['v1', 'v2']"
astro-ph/9805245,Ravi Subrahmanyan,"Ravi Subrahmanyan, Michael J. Kesteven, Ronald D. Ekers, Malcolm
  Sinclair, Joseph Silk",Australia Telescope Search for Cosmic Microwave Background Anisotropy,"Tex, 10 pages with 7 embedded figures, uses mn.tex accepted for
  publication in MNRAS","Mon.Not.Roy.Astron.Soc.298:1189-1197,1998",10.1046/j.1365-8711.1998.01748.x,"  We have made an 8.7 GHz image of a sky region with a resolution of 8 arcmin
and high brightness sensitivity using the Australia Telescope Compact Array
(ATCA). in an ultra compact configuration. The foreground discrete-source
confusion was estimated from observations with higher resolution at the same
frequency and in a scaled array at a lower frequency. Following the subtraction
of the foreground confusion, the field shows no features in excess of the
instrument noise. This limits the CMB anisotropy flat-band power to Q_flat <
23.6 microK with 95 per cent confidence; the ATCA filter function F_l in
multipole l-space peaks at l_eff = 4700 and has half maximum values at l = 3350
and 6050.
",RRI-98-08,['astro-ph'],['v1']
0805.3551,Simon Pustilnik,"S. A. Pustilnik (1), A. L. Tepliakova (1), A. Y. Kniazev (2 and 1), A.
  N. Burenkov (1) ((1) Special Astrophysical Observatory RAS, Russia, (2) SAAO,
  South Africa)",Discovery of a massive variable star with Z=Zo/36 in the galaxy DDO 68,"6 pages, 5 Postscript figures, to appear in MNRAS Letters in June
  2008 issue",,10.1111/j.1745-3933.2008.00492.x,"  The Local Volume dwarf galaxy DDO 68, from the spectroscopy of its two
brightest HII regions (Knots 1 and 2) was designated as the second most
metal-poor star-forming galaxy [12+log(O/H)=7.14]. In the repeated spectral
observations in 2008 January with the 6-m telescope (BTA) of the HII region
Knot 3 [having 12+log(O/H)=7.10+-0.06], we find a strong evidence of a
transient event related to a massive star evolution. From the follow-up
observation with the higher spectral resolution in 2008 February, we confirm
this phenomenon, and give parameters of its emission-line spectrum comprising
of Balmer HI and HeI lines. The luminosities of the strongest transient lines
(Ha, Hb) are of a few 10^36 erg s^-1. We also detected an additional continuum
component in the new spectrum of Knot 3, which displays the spectral energy
distribution raising to ultraviolet. The estimate of the flux of this continuum
leads us to its absolute V-band magnitude of ~-7.1. Based on the spectral
properties of this transient component, we suggest that it is related to an
evolved massive star of luminous blue variable type with Z=Zo/36. We briefly
discuss observational constraints on parameters of this unique (in the aspect
of the record low metallicity of the progenitor massive star) event and propose
several lines of its study.
",,['astro-ph'],['v1']
0903.4261,Florentina Pintea,Florentina Anica Pintea,On-Line Tests,"8 pages, exposed on 4th International Conference ""Actualities and
  Perspectives on Hardware and Software"" - APHS2007, Timisoara, Romania","Ann. Univ. Tibiscus Comp. Sci. Series V (2007), 77-84",,"  This paper presents an interactive implementation which makes the link
between a human operator and a system of a administration of a relational
databases MySQL. This application conceived as a multimedia presentations is
illustrative for the way in which the transfer and the remaking of the
information between the human operator, the module of data processing and the
database which stores the informations can be solved (with help of the PHP
language and the web use).
",,['cs.HC'],['v1']
1405.5367,Anna Macio{\l}ek,"D. B. Abraham, A. Maciolek, O. Vasilyev",Action at the distance,,,,"  We present a system exhibiting giant proximity effects which parallel
observations in superfluid helium (Perron et al, Nature Physics V. 6, 499
(2010)) and give a theoretical explanation of these phenomena based on the
mesoscopic picture of phase coexistence in finite systems. Our theory is
confirmed by MC simulation studies. Our work demonstrates that such
action-at-a-distance can occur in classical systems involving simple or complex
fluids, such as colloid-polymer mixtures, or ferromagnets.
",,['cond-mat.stat-mech cond-mat.soft'],['v1']
hep-ph/0009269,Lisi Eligio,"G.L. Fogli (Bari U. & INFN), E. Lisi (Bari U. & INFN), A. Marrone
  (Bari U. & INFN), D. Montanino (U. of Lecce)",Analysis of oscillations of atmospheric neutrinos,"Talk at the 19th International Conference on Neutrino Physics and
  Astrophysics - Neutrino 2000 (Sudbury, Ontario, Canada, 16-21 June 2000)","Nucl.Phys.Proc.Suppl.91:167-173,2001",10.1016/S0920-5632(00)00937-3,"  We briefly review the current status of standard oscillations of atmospheric
neutrinos in schemes with two, three, and four flavor mixing. It is shown that,
although the pure \nu_\mu-->\nu_\tau channel provides an excellent 2\nu fit to
the data, one cannot exclude, at present, the occurrence of additional
subleading \nu_\mu-->\nu_e oscillations (3\nu schemes) or of sizable
\nu_\mu-->\nu_s oscillations (4\nu schemes). It is also shown that the wide
dynamical range of energy and pathlength probed by the Super-Kamiokande
experiment puts severe constraints on nonstandard explanations of the
atmospheric neutrino data, with a few notable exceptions.
",,['hep-ph'],['v1']
gr-qc/0207060,Sawa Manoff,Sawa Manoff and Bogdan Dimitrov,"Flows and particles with shear-free and expansion-free velocities in
  (L^-_n,g)- and Weyl's spaces","20 pages, LaTeX, to appear in Classical and Quantum Gravity. arXiv
  admin note: substantial text overlap with arXiv:gr-qc/0011045",Class.Quant.Grav. 19 (2002) 4377-4398,10.1088/0264-9381/19/16/311,"  Conditions for the existence of flows with non-null shear-free and
expansion-free velocities in spaces with affine connections and metrics are
found. On their basis, generalized Weyl's spaces with shear-free and
expansion-free conformal Killing vectors as velocity's vectors of spinless test
particles moving in a Weyl's space are considered. The necessary and sufficient
conditions are found under which a free spinless test particle could move in
spaces with affine connections and metrics on a curve described by means of an
auto-parallel equation. In Weyl's spaces with Weyl's covector, constructed by
the use of a dilaton field, the dilaton field appears as a scaling factor for
the rest mass density of the test particle. PACS numbers: 02.40.Ky, 04.20.Cv,
04.50.+h, 04.90.+e
",,['gr-qc'],['v1']
2004.00174,Andrew Marks,Adam Day and Andrew Marks,On a question of Slaman and Steel,,,,"  We consider an old question of Slaman and Steel: whether Turing equivalence
is an increasing union of Borel equivalence relations none of which contain a
uniformly computable infinite sequence. We show this question is deeply
connected to problems surrounding Martin's conjecture, and also in countable
Borel equivalence relations. In particular, if Slaman and Steel's question has
a positive answer, it implies there is a universal countable Borel equivalence
which is not uniformly universal, and that there is a
$(\equiv_T,\equiv_m)$-invariant function which is not uniformly invariant on
any pointed perfect set.
",,['math.LO'],['v1']
gr-qc/0611078,Christophe Le Poncin-Lafitte,"Pierre Teyssandier (1), Christophe Le Poncin-Lafitte (2) ((1) SYRTE
  Observatoire de Paris, (2) Lohrmann Observatory, Dresden Technical
  University)",Angular distances in metric theories,"11 pages, no figure. Submitted to Physical Review D",,,"  The general expression of the angular distance between two point sources as
measured by an arbitrary observer is given. The modelling presented here is
rigorous, covariant and valid in any space-time. The sources of light may be
located at a finite distance from the observer. The aberration and the
gravitational deflection of light are treated in a unified way. Assuming the
gravitational field to be weak, an explicit expansion of the angular separation
within the post-post-Minkowskian approximation is carried out. The angular
separation within the post-Newtonian approximation truncated at the order
$1/c^3$ is straightforwardly derived.
",,['gr-qc'],['v1']
1709.07669,Tomoki Endo,Tomoki Endo,Impact of Rotation on Quark-Hadron Hybrid Stars,Quarks and Compact Stars 2017,,10.7566/JPSCP.20.011028,"  Many recent observations give restrictions to the equation of state (EOS) for
high-density matter. Theoretical studies are needed to try to elucidate these
EOSs at high density and/or temperature. With the many known rapidly rotating
neutron stars, e.g., pulsars, several theoretical studies have tried to take
into account the effects of rotation. In our study of these systems, we find
that one of our EOSs is consistent with recent observation, whereas the other
is inconsistent.
",,['astro-ph.HE'],['v1']
0803.4218,Beverly J. Smith,"B. J. Smith (ETSU), C. Struck (Iowa State), M. Hancock (ETSU), M. L.
  Giroux (ETSU), P. N. Appleton (SSC), V. Charmandaris (Crete), W. Reach (SSC),
  S. Hurlock (ETSU), and J.-S. Hwang (Iowa State)",Stochastic `Beads on a String' in the Accretion Tail of Arp 285,"Accepted by the Astronomical Journal. For color figures and appendix
  material, go
  tohttp://www.etsu.edu/physics/bsmith/research/sg/arp285/arp285.html",,10.1088/0004-6256/135/6/2406,"  We present Spitzer infrared, GALEX UV, and SDSS and SARA optical images of
the peculiar interacting galaxy pair Arp 285 (NGC 2856/4), and compare with a
new numerical model of the interaction. We estimate the ages of clumps of star
formation in these galaxies using population synthesis models, carefully
considering the uncertainties on these ages. This system contains a striking
example of `beads on a string': a series of star formation complexes ~1 kpc
apart. These `beads' are found in a tail-like feature that is perpendicular to
the disk of NGC 2856, which implies that it was formed from material accreted
from the companion NGC 2854. The extreme blueness of the optical/UV colors and
redness of the mid-infrared colors implies very young stellar ages (~4 - 20
Myrs) for these star forming regions. Spectral decomposition of these `beads'
shows excess emission above the modeled stellar continuum in the 3.6 micron and
4.5 micron bands, indicating either contributions from interstellar matter to
these fluxes or a second older stellar population. These clumps have -12.0 <
M(B) < -10.6, thus they are less luminous than most dwarf galaxies. Our model
suggests that bridge material falling into the potential of the companion
overshoots the companion. The gas then piles up at apo-galacticon before
falling back onto the companion, and star formation occurs in the pile-up. A
luminous (M(B) ~ -13.6) extended (FWHM ~ 1.3 kpc) `bright spot' is visible at
the northwestern edge of the NGC 2856 disk, with an intermediate stellar
population (400 - 1500 Myrs). Our model suggests that this feature is part of a
expanding ripple-like `arc' created by an off-center ring-galaxy-like collision
between the two disks.
",,['astro-ph'],['v1']
1912.06026,Sung Hoon Kang,"Santiago Orrego, Zhezhi Chen, Urszula Krekora, Decheng Hou, Seung-Yeol
  Jeon, Matthew Pittman, Carolina Montoya, Yun Chen, Sung Hoon Kang",Bioinspired Materials with Self-Adaptable Mechanical Properties,under review in Advanced Materials,,,"  Natural structural materials, such as bone and wood, can autonomously adapt
their mechanical properties in response to loading to prevent failure. They
smartly control the addition of material in locations of high stress by
utilizing locally available resources guided by biological signals. On the
contrary, synthetic structural materials have unchanging mechanical properties
limiting their mechanical performance and service life. Here, a material system
that autonomously adapts its mechanical properties in response to mechanical
loading is reported inspired by the mineralization process of bone. It is
observed that charges from piezoelectric scaffolds can induce mineralization
from media with mineral ions. The material system adapts to mechanical loading
by inducing mineral deposition in proportion to the magnitude of the loading
and the resulting piezoelectric charges. Moreover, the mechanism allows a
simple one-step route for making graded materials by controlling stress
distribution along the scaffold. The findings can pave the way for a new class
of self-adaptive materials that reinforce the region of high stress or induce
deposition of minerals on the damaged areas from the increase in stress to
prevent/mitigate failure. They can also contribute to addressing the current
challenges of synthetic materials for load-bearing applications from
self-adaptive capabilities.
",,['physics.app-ph cond-mat.mtrl-sci cond-mat.soft nlin.AO'],['v1']
1109.6870,Richard Stevens,"Olga Shishkina, Richard J. A. M. Stevens, Siegfried Grossmann, Detlef
  Lohse","Boundary layer structure in turbulent thermal convection and its
  consequences for the required numerical resolution",,New J. Phys. 12 075022 (2010),10.1088/1367-2630/12/7/075022,"  Results on the Prandtl-Blasius type kinetic and thermal boundary layer
thicknesses in turbulent Rayleigh-B\'enard convection in a broad range of
Prandtl numbers are presented. By solving the laminar Prandtl-Blasius boundary
layer equations, we calculate the ratio of the thermal and kinetic boundary
layer thicknesses, which depends on the Prandtl number Pr only. It is
approximated as $0.588Pr^{-1/2}$ for $Pr\ll Pr^*$ and as $0.982 Pr^{-1/3}$ for
$Pr^*\ll\Pr$, with $Pr^*= 0.046$. Comparison of the Prandtl--Blasius velocity
boundary layer thickness with that evaluated in the direct numerical
simulations by Stevens, Verzicco, and Lohse (J. Fluid Mech. 643, 495 (2010))
gives very good agreement. Based on the Prandtl--Blasius type considerations,
we derive a lower-bound estimate for the minimum number of the computational
mesh nodes, required to conduct accurate numerical simulations of moderately
high (boundary layer dominated) turbulent Rayleigh-B\'enard convection, in the
thermal and kinetic boundary layers close to bottom and top plates. It is shown
that the number of required nodes within each boundary layer depends on Nu and
Pr and grows with the Rayleigh number Ra not slower than $\sim\Ra^{0.15}$. This
estimate agrees excellently with empirical results, which were based on the
convergence of the Nusselt number in numerical simulations.
",,['physics.flu-dyn'],['v1']
